iter	Passed	Remaining
0	1	146
1	2	140
2	4	130
3	5	124
4	6	118
5	7	116
6	8	116
7	10	115
8	11	113
9	12	111
10	13	110
11	14	108
12	16	107
13	17	105
14	18	104
15	19	103
16	20	102
17	22	101
18	24	103
19	25	101
20	26	100
21	27	98
22	29	97
23	30	97
24	32	96
25	34	97
26	36	98
27	38	98
28	39	96
29	41	95
30	42	94
31	43	93
32	45	92
33	48	93
34	49	91
35	50	90
36	52	89
37	53	87
38	55	86
39	56	84
40	58	84
41	59	82
42	61	81
43	62	79
44	63	78
45	65	76
46	66	75
47	67	73
48	69	72
49	70	70
50	72	70
51	74	68
