iter	CrossEntropy
0	0.6617451307
1	0.6314626077
2	0.6011689557
3	0.57593436
4	0.555510816
5	0.5373965178
6	0.5199960784
7	0.5021266535
8	0.4838756615
9	0.4708534436
10	0.4575866164
11	0.4467263117
12	0.4348233409
13	0.422789653
14	0.412187046
15	0.4023627695
16	0.3924244392
17	0.3835482106
18	0.3770130602
19	0.367385984
20	0.3587801466
21	0.3479934783
22	0.3425102028
23	0.3338303634
24	0.3245071643
25	0.3181748494
26	0.3132854507
27	0.3065725708
28	0.3001729336
29	0.2935855159
30	0.2859213631
31	0.2812440859
32	0.2766330106
33	0.2710390962
34	0.2662975994
35	0.2625284872
36	0.2573520406
37	0.2538871235
38	0.2512802152
39	0.2481275263
40	0.2446937675
41	0.2412795587
42	0.2376620376
43	0.2360406495
44	0.2329435547
45	0.2317599981
46	0.2283406183
47	0.2253030204
48	0.2230045913
49	0.2202643748
50	0.2183026397
51	0.2163676564
52	0.21454806
53	0.212904943
54	0.2108623328
55	0.2084624839
56	0.2056393612
57	0.2034917122
58	0.2027502994
59	0.2014877005
60	0.200039242
61	0.1969499352
62	0.1948011594
63	0.1926969256
64	0.1911049053
65	0.1884745164
66	0.186630421
67	0.1845133165
68	0.1830181822
69	0.1810466989
70	0.179387035
71	0.1774071273
72	0.1757036564
73	0.174139286
74	0.1724910604
75	0.171515949
76	0.1695939695
77	0.1683351461
78	0.1669776236
79	0.1654835673
80	0.1640369732
81	0.1622777365
82	0.1617574025
83	0.1600547652
84	0.158932829
85	0.1574555422
86	0.1557913303
87	0.1546463602
88	0.1529997125
89	0.1523022229
90	0.1512211084
91	0.150589361
92	0.1490206028
93	0.1480563326
94	0.1469518977
95	0.1456273862
96	0.1442318586
97	0.1428838374
98	0.1419095348
99	0.1412137491
100	0.1407782556
101	0.1396407314
102	0.138770703
103	0.1378406767
104	0.1364314549
105	0.1355156044
106	0.1344547579
107	0.1334900755
108	0.1320026667
109	0.1308214532
110	0.1304843561
111	0.1290706331
112	0.127813532
113	0.1265557892
114	0.1262629524
115	0.1257779827
116	0.1253979896
117	0.1239736919
118	0.1228866204
119	0.1218371457
120	0.1207249394
121	0.1198670324
122	0.1192832635
123	0.118204879
124	0.1170529327
125	0.1162957036
126	0.1152183845
127	0.1143687097
128	0.1138940714
129	0.1133788064
130	0.1129445642
131	0.1121247145
132	0.1113054732
133	0.1107034062
134	0.1098741911
135	0.1094036811
136	0.1090115487
137	0.1081294
138	0.1071651652
139	0.1062220199
140	0.1055965573
141	0.1053163511
142	0.1049574007
143	0.1045343648
144	0.1045180894
145	0.1041384855
146	0.103345475
147	0.1026119684
148	0.1020064311
149	0.1013128825
150	0.1006856411
151	0.09978336481
152	0.09908267618
153	0.09830515685
154	0.09794280347
155	0.09749757729
156	0.09674674369
157	0.09605432649
158	0.09570866876
159	0.09554144454
160	0.09499981675
161	0.09409527234
162	0.09361740535
163	0.09315443133
164	0.09225549009
165	0.09187223931
166	0.09116932617
167	0.09095693541
168	0.09045767699
169	0.08960902813
170	0.08920587923
171	0.08861788413
172	0.08821534704
173	0.08771873189
174	0.08738473712
175	0.08686829086
176	0.08629256548
177	0.08588705494
178	0.08508791384
179	0.08481868605
180	0.08403469769
181	0.0835559344
182	0.08265801776
183	0.08214119247
184	0.08150657068
185	0.08081440483
186	0.08029744777
187	0.08020180433
188	0.07941795932
189	0.07894904823
190	0.07822786514
191	0.07769817249
192	0.07736980151
193	0.07692652182
194	0.07652175297
195	0.07649870233
196	0.07611278818
197	0.07551413892
198	0.07533572769
199	0.07503470259
200	0.07472467867
201	0.07410560933
202	0.07360148978
203	0.07300500727
204	0.07228998186
205	0.0719102791
206	0.0717175397
207	0.07121234561
208	0.07106832835
209	0.07076057511
210	0.07051457517
211	0.0699500201
212	0.06936924879
213	0.0689345622
214	0.06890932351
215	0.06824174647
216	0.06769860577
217	0.06759622427
218	0.06712830499
219	0.06652824262
220	0.06595635984
221	0.06573974491
222	0.06528587693
223	0.06500825035
224	0.064533174
225	0.06399529831
226	0.06387187441
227	0.06330074148
228	0.06296396907
229	0.06266096098
230	0.06242861122
231	0.06191379921
232	0.06163546261
233	0.06114407775
234	0.06107181663
235	0.06069474016
236	0.0600375673
237	0.05964072939
238	0.05918668572
239	0.05869694495
240	0.05862313898
241	0.05822539442
242	0.05791202448
243	0.05746959557
244	0.05693387748
245	0.05633634398
246	0.05587765516
247	0.05539958863
248	0.05495968503
249	0.05478502423
250	0.05443701486
251	0.05418738361
252	0.05384954122
253	0.05352938735
254	0.0531525556
255	0.05273647598
256	0.05254588451
257	0.05219178854
258	0.05193425553
259	0.05146814299
260	0.05115061013
261	0.05089046872
262	0.05036140097
263	0.05001917427
264	0.04950847637
265	0.049061206
266	0.04861884565
267	0.04855683459
268	0.04825377873
269	0.04804440349
270	0.04761287771
271	0.04739096936
272	0.04692282138
273	0.04657419787
274	0.04620556586
275	0.04576802242
276	0.04564040889
277	0.04558894558
278	0.04508366432
279	0.04482429997
280	0.04478537833
281	0.04448628934
282	0.04425301446
283	0.0439641622
284	0.0435495689
285	0.04346541288
286	0.04308046625
287	0.04262368856
288	0.04226435929
289	0.04201691058
290	0.04178445396
291	0.0414362982
292	0.04129446935
293	0.04124950502
294	0.04087802032
295	0.04072372992
296	0.04052043656
297	0.04038516635
298	0.04004898439
299	0.03967205111
300	0.03950344984
301	0.03948115878
302	0.03923778206
303	0.03894416396
304	0.03871475905
305	0.03868228765
306	0.0385028104
307	0.03812623457
308	0.03801858878
309	0.03760734699
310	0.03717954653
311	0.03695942993
312	0.03671302283
313	0.03643035073
314	0.03616692462
315	0.03601358443
316	0.03572114319
317	0.03558269281
318	0.03519927628
319	0.0348703081
320	0.03460162854
321	0.03450043762
322	0.03423324713
323	0.0340838141
324	0.03377587754
325	0.03342610321
326	0.03312408342
327	0.03289711587
328	0.0325938954
329	0.03242884721
330	0.03221169281
331	0.03203145454
332	0.0318011714
333	0.03172456929
334	0.03151359089
335	0.0313992774
336	0.03131312076
337	0.03115497064
338	0.03108380948
339	0.03083421001
340	0.0306436775
341	0.03039326868
342	0.03025393395
343	0.03009234973
344	0.02990566917
345	0.02968661246
346	0.02953163542
347	0.02930663543
348	0.02913857236
