iter	CrossEntropy
0	0.6631463747
1	0.6359375108
2	0.6093690815
3	0.5848346343
4	0.5608767694
5	0.5421257375
6	0.5255610638
7	0.5079661286
8	0.495347795
9	0.475887304
10	0.4649756404
11	0.4493291905
12	0.4357151962
13	0.4253900938
14	0.4139705367
15	0.4054977231
16	0.3975035386
17	0.3869705851
18	0.3761783716
19	0.3678357342
20	0.3594237417
21	0.3521657894
22	0.3446610208
23	0.3363863635
24	0.330735649
25	0.3260624244
26	0.3226821869
27	0.3170438827
28	0.3107509512
29	0.3043163131
30	0.2993343036
31	0.294807697
32	0.2918343266
33	0.2871776234
34	0.2829008766
35	0.2800056601
36	0.274628589
37	0.2700790495
38	0.2657663606
39	0.2629405346
40	0.2591377371
41	0.2552625992
42	0.252628984
43	0.2486338133
44	0.2461409213
45	0.2446564065
46	0.2421603934
47	0.2379613811
48	0.2359382397
49	0.2337687974
50	0.2306331629
51	0.2275627072
52	0.2242880632
53	0.2228116808
54	0.2182910859
55	0.216098658
56	0.2131845488
57	0.2118541871
58	0.2092012533
59	0.2076758257
60	0.2060944502
61	0.2034899013
62	0.2013142666
63	0.1992963113
64	0.1973648667
65	0.1954199313
66	0.1940379273
67	0.1924528042
68	0.1900145066
69	0.1882901486
70	0.1875078108
71	0.1863373606
72	0.1846497287
73	0.183409546
74	0.1813589495
75	0.1802748526
76	0.1781025644
77	0.1758842448
78	0.1745772565
79	0.1735877537
80	0.1721787565
81	0.1712281734
82	0.1697680961
83	0.1681704752
84	0.1668429554
85	0.1653672054
86	0.16421029
87	0.1625405919
88	0.1609366149
89	0.1592722314
90	0.1575857082
91	0.1562686307
92	0.154480141
93	0.1527286188
94	0.1513641497
95	0.1499236933
96	0.1485134642
97	0.1470542222
98	0.1462811938
99	0.1457611955
100	0.1450906784
101	0.1436742275
102	0.1427077607
103	0.1414722596
104	0.1406764387
105	0.1397901641
106	0.1388287066
107	0.1380497676
108	0.1368698814
109	0.1358759913
110	0.1350895159
111	0.1340139028
112	0.1327354877
113	0.132148816
114	0.1308245786
115	0.1299364452
116	0.1290279117
117	0.1278080657
118	0.1268724852
119	0.1260616603
120	0.125320126
121	0.1243803164
122	0.1233797794
123	0.1223286842
124	0.121416569
125	0.12062941
126	0.1203272675
127	0.1199629346
128	0.1184915797
129	0.1173916876
130	0.1167454526
131	0.1160018243
132	0.115236646
133	0.1143952988
134	0.113234033
135	0.1126168511
136	0.1115414754
137	0.1109930623
138	0.1098572085
139	0.1091717939
140	0.1083520673
141	0.1074699013
142	0.1064727189
143	0.105622816
144	0.1045820611
145	0.1040327762
146	0.1032053876
147	0.1024557086
148	0.1018730748
149	0.1014571012
150	0.1005291571
151	0.1000646074
152	0.09970228134
153	0.09941711896
154	0.0989585721
155	0.09851078623
156	0.09780250697
157	0.09727476141
158	0.09609677019
159	0.0954171534
160	0.0948361681
161	0.09422776879
162	0.09361585614
163	0.09294910761
164	0.09199965972
165	0.091592311
166	0.09094920987
167	0.09036084062
168	0.08969548916
169	0.08916509595
170	0.08854496138
171	0.08775257242
172	0.08763017644
173	0.08710480231
174	0.08660809888
175	0.08589795603
176	0.0851293673
177	0.08479531288
178	0.08435178116
179	0.08402032196
180	0.08378884335
181	0.0832911048
182	0.08271686045
183	0.08199350343
184	0.08138618646
185	0.08104108824
186	0.08065158683
187	0.08015972306
188	0.07935686095
189	0.07910367216
190	0.07890933315
