iter	CrossEntropy
191	0.07838988522
192	0.07779318482
193	0.07734401316
194	0.07702432255
195	0.07650181907
196	0.07593663252
197	0.07516039479
198	0.07437279891
199	0.0739170692
200	0.073086722
201	0.07256895839
202	0.0721452647
203	0.07163977477
204	0.07101667861
205	0.07068348032
206	0.07004526121
207	0.06970756778
208	0.06926873488
209	0.06891190892
210	0.06830121442
211	0.06790979443
212	0.0672066436
213	0.06666076739
214	0.06617748571
215	0.06568543336
216	0.06541546533
217	0.06509083687
218	0.06473021813
219	0.06412294618
220	0.06363630014
221	0.06322519493
222	0.06283774692
223	0.06241649114
224	0.06190150142
225	0.06156778105
226	0.06124961771
227	0.06078933232
228	0.06039841761
229	0.05997677289
230	0.05944820628
231	0.05911703728
232	0.05858108951
233	0.0582172288
234	0.05794580796
235	0.05763921353
236	0.05753071398
237	0.05707422386
238	0.05665414354
239	0.05638527145
240	0.0559205308
241	0.05550407795
242	0.05511783647
243	0.05505189569
244	0.05450997606
245	0.05426776718
246	0.05402260662
247	0.053714146
248	0.0532058465
249	0.0529696752
250	0.05249243538
251	0.0521571187
252	0.05195883246
253	0.0515846
254	0.05145081291
255	0.05106368521
256	0.05072615614
257	0.05041094742
258	0.05037346557
259	0.05016499949
260	0.04974766007
261	0.04938076326
262	0.04883915953
263	0.04857394062
264	0.04830946441
265	0.04795470102
266	0.04741713969
267	0.04718298313
268	0.04705322359
269	0.0466464062
270	0.04620009558
271	0.04612804867
272	0.04582855053
273	0.04555770709
274	0.04523568619
275	0.04510002955
276	0.04475322155
277	0.04450180236
278	0.04440095859
279	0.04406551068
280	0.04373678123
281	0.04339626667
282	0.04311422936
283	0.04299020551
284	0.04278038965
285	0.04240383206
286	0.04206162569
287	0.04176311734
288	0.04149254497
289	0.041100136
290	0.04084395019
291	0.04059006192
292	0.04019608192
293	0.03987613705
294	0.03979693359
295	0.03968121011
296	0.03945199825
297	0.03919022719
298	0.03886778276
299	0.03855175315
300	0.03828537076
301	0.03799047612
302	0.03778190918
303	0.03754647589
304	0.03736119097
305	0.03732275843
306	0.03714518422
307	0.03687947032
308	0.03661856905
309	0.03643137395
310	0.03619340462
311	0.03588348884
312	0.035773965
313	0.03556603908
314	0.03521706457
315	0.03499614434
316	0.03474932797
317	0.03449633801
318	0.03440259057
319	0.03411538322
320	0.0338310583
321	0.03370215602
322	0.03344521984
323	0.03326930858
324	0.03302613435
325	0.03283755714
326	0.03265500656
327	0.0324954688
328	0.03234285207
329	0.03210934832
330	0.03194702956
