iter	CrossEntropy
153	0.0968843378
154	0.09606163177
155	0.09510378029
156	0.09432799239
157	0.09387297197
158	0.09353166505
159	0.09296837002
160	0.09260796556
161	0.09211167362
162	0.0918970924
163	0.09102340059
164	0.09066401531
165	0.08997116272
166	0.08936814794
167	0.08892322625
168	0.08810064887
169	0.0874408312
170	0.08659564259
171	0.08630344235
172	0.08586503298
173	0.08514884882
174	0.08448730411
175	0.08387824569
176	0.08355511169
177	0.08294082164
178	0.08222875264
179	0.08201381673
180	0.08146441605
181	0.08056583179
182	0.08015593075
183	0.07985205991
184	0.07942705803
185	0.07861932788
186	0.07809659435
187	0.07762841483
188	0.07727638197
189	0.07660879171
190	0.07637668892
191	0.07607567351
192	0.0756154865
193	0.07528635704
194	0.07493984544
195	0.07465920754
196	0.0744373846
197	0.07382097611
198	0.07339403229
199	0.07289575745
200	0.07263293507
201	0.07230741697
202	0.07202889904
203	0.07160227169
204	0.07122189408
205	0.07092542692
206	0.07005412628
207	0.06960949822
208	0.06928018112
209	0.06926171607
210	0.06907137787
211	0.06856882919
212	0.06817579403
213	0.06763235617
214	0.06708274172
215	0.06683758835
216	0.06668707195
217	0.06618028857
218	0.06582547385
219	0.06532061136
220	0.06488886718
221	0.06445915067
222	0.06426045067
223	0.0639201256
224	0.06352910902
225	0.06322074902
226	0.06300423688
227	0.06260665288
228	0.06251046043
229	0.061950615
230	0.06162707233
231	0.06107517555
232	0.06065914333
233	0.06015502974
234	0.06004511905
235	0.05984894807
236	0.05944833788
237	0.05913978047
238	0.05860273834
239	0.05849127418
240	0.05814070427
241	0.05761370246
242	0.05757835049
243	0.05737543058
244	0.05694930233
245	0.05664208287
246	0.05628562184
247	0.05581567278
248	0.05556550046
249	0.05540214391
250	0.05506196563
251	0.05466936745
252	0.05435877579
253	0.0538463015
254	0.05359921793
255	0.05329568448
256	0.05306635962
257	0.05265931589
258	0.05239812633
259	0.0519418391
260	0.05156082613
261	0.05112210681
262	0.05098775028
263	0.05089298222
264	0.05048189105
265	0.05037565422
266	0.05022876201
267	0.04994716508
268	0.04954322926
269	0.04904280279
270	0.048524598
271	0.04806068564
272	0.04774266386
273	0.04750150258
274	0.04741741891
275	0.04709128043
276	0.04652408702
277	0.04615251932
278	0.04565383089
279	0.04541475235
280	0.04504875215
281	0.04470244313
282	0.0444796944
283	0.04438034542
284	0.0439294203
285	0.04378384393
286	0.04326987365
287	0.04295214331
288	0.0425835993
289	0.04230323417
290	0.04186759929
291	0.04165666095
292	0.04141290833
293	0.04100209221
294	0.04098723274
295	0.04073776855
296	0.04071449624
297	0.04067831293
298	0.04039952836
299	0.04009143885
300	0.03987542642
301	0.03952642896
302	0.03918689447
303	0.0388151167
304	0.03872584162
305	0.03841820655
306	0.03815977585
307	0.03814674262
308	0.03813134725
309	0.03773610158
310	0.03744719328
311	0.03722866867
312	0.03696619234
313	0.03694195657
314	0.0366156348
315	0.03643319727
316	0.03615806108
317	0.03611170237
318	0.03608296923
319	0.03579326552
320	0.0357764132
321	0.03554639027
322	0.03553361569
323	0.03551638956
324	0.03550256682
325	0.03518555501
326	0.03505169902
327	0.0347782329
328	0.03475535951
329	0.03453406595
330	0.03428004114
331	0.03426959773
332	0.03425663429
333	0.03404776201
334	0.0337875093
335	0.0336778348
336	0.03341180356
337	0.03340302625
338	0.03317160836
339	0.03293914544
340	0.03275126798
341	0.03254221816
342	0.03234633717
343	0.03214152618
344	0.03190853932
345	0.03165022473
346	0.03155345382
347	0.03154142734
348	0.03133580935
349	0.03113485555
350	0.03088889597
351	0.03071400804
352	0.03069694467
353	0.03059911641
354	0.03035681743
355	0.03018490647
356	0.02994031107
357	0.0297279395
358	0.02956971546
359	0.0293766886
360	0.02927668573
361	0.02908571497
362	0.02887531147
363	0.02886461807
364	0.0288491703
365	0.02864724945
366	0.02845505855
367	0.02842466183
368	0.02828016817
369	0.02810989432
370	0.0279407372
371	0.02778141976
372	0.02762328401
373	0.02761466588
374	0.02760625038
375	0.02758670024
376	0.02740826354
