iter	CrossEntropy
369	0.02813160499
370	0.02812141481
371	0.02801425178
372	0.02782733963
373	0.02773604054
374	0.02752323812
375	0.02739841855
376	0.02721239704
377	0.02714736308
378	0.02703450763
379	0.02685767588
380	0.02681723064
381	0.02661588568
382	0.02649010124
383	0.02645111519
384	0.02626229726
385	0.02625076589
386	0.02608140589
387	0.02593387093
388	0.02577860261
389	0.02559270093
390	0.0254040203
391	0.02539419004
392	0.02520186175
393	0.02500475265
394	0.02483730322
395	0.02483160404
396	0.02472528113
397	0.02468643961
398	0.02454414715
399	0.02439364666
400	0.02437829386
401	0.02426834633
402	0.02406668742
403	0.02390272336
404	0.02379997316
405	0.02366013494
406	0.0236130013
407	0.02336944038
408	0.02317698798
409	0.02303752996
410	0.02299305193
411	0.02287177486
412	0.02286645454
413	0.02271255568
414	0.02250951108
415	0.02241131734
416	0.0223732154
417	0.02222420499
418	0.02219101271
419	0.02206347446
420	0.02191690552
421	0.02182917672
422	0.02182335589
423	0.02173257364
424	0.02157510333
425	0.02141074864
426	0.02131002234
427	0.0211477677
428	0.02097168789
429	0.02096208215
430	0.02084351274
431	0.02069089955
432	0.020620771
433	0.02049899975
434	0.02037884998
435	0.02031570909
436	0.02020235922
437	0.02010979595
438	0.01999132368
439	0.01989337183
440	0.01986713596
441	0.0197709744
442	0.01965569827
443	0.0196484581
444	0.01948897185
